4.079800433306109753e+00,2.319999999999994636e-02,4.088194722303663653e+00,2.518987341772148392e-02
7.454007392630577211e-01,7.620099999999986329e-01,7.695839457694272356e-01,7.508860759493674042e-01
5.944228643534940071e-01,8.047899999999961196e-01,6.250692159209217946e-01,7.953164556962024623e-01
5.346531910741073590e-01,8.233499999999991381e-01,5.818114213191895034e-01,8.070253164556958625e-01
5.011736263011804526e-01,8.289500000000008528e-01,5.658437600536317946e-01,8.107594936708858446e-01
4.743081973101244686e-01,8.371500000000017261e-01,5.432816806721934011e-01,8.183544303797462005e-01
4.536488962755522714e-01,8.428100000000008363e-01,5.313684670362092133e-01,8.244936708860756136e-01
4.393778970277323337e-01,8.415500000000002423e-01,5.221730250640193027e-01,8.178481012658226357e-01
4.213663450295929702e-01,8.482400000000016593e-01,5.110740953559422817e-01,8.250632911392403734e-01
4.047158189491144031e-01,8.581100000000012606e-01,4.962074759742896024e-01,8.332911392405059070e-01
3.927018466428220389e-01,8.625400000000011946e-01,4.922876569633844457e-01,8.355696202531643912e-01
3.802039027156012829e-01,8.619300000000014172e-01,4.920823771504994060e-01,8.311392405063284805e-01
3.760623142337068958e-01,8.653300000000009318e-01,4.939651330373935889e-01,8.378481012658224314e-01
3.656041077098685088e-01,8.678000000000006819e-01,4.915471003251526416e-01,8.363291139240507377e-01
3.469553890301395049e-01,8.745699999999992924e-01,4.892824343972939638e-01,8.379746835443029340e-01
3.527199969241436306e-01,8.727099999999996527e-01,4.974880483063293668e-01,8.382911392405065776e-01
3.412260388096184371e-01,8.745899999999997565e-01,4.877128494380129631e-01,8.395569620253158227e-01
3.348923282640293153e-01,8.754699999999984161e-01,4.955086817195938353e-01,8.326582278481010624e-01
3.262959365132138134e-01,8.784199999999985353e-01,4.865536321951463572e-01,8.383544303797463293e-01
3.227708550125774067e-01,8.804199999999980930e-01,5.013572610650109951e-01,8.382911392405065776e-01
3.164847178602257505e-01,8.820799999999985319e-01,4.923716030734097693e-01,8.378481012658225424e-01
3.072620842269402908e-01,8.860799999999976473e-01,4.864476445101938440e-01,8.427848101265825731e-01
3.099418359520589306e-01,8.819599999999975237e-01,4.892627743650221350e-01,8.413291139240502980e-01
3.044995306424697068e-01,8.837199999999976185e-01,4.969003756143923756e-01,8.371518987341772799e-01
3.092641947269445524e-01,8.854399999999980064e-01,5.031442292916581405e-01,8.413291139240502980e-01
2.942383010118149178e-01,8.896199999999971908e-01,4.899289610584713350e-01,8.396835443037972135e-01
2.923924019919322270e-01,8.904299999999973902e-01,4.941442881287168021e-01,8.434810126582280576e-01
2.854105042731073794e-01,8.907199999999964035e-01,4.915283662569595591e-01,8.410759493670882936e-01
2.822031630593344054e-01,8.924199999999971045e-01,4.967784953269381298e-01,8.397468354430381865e-01
2.817260132603001677e-01,8.912799999999971856e-01,5.059743636823963442e-01,8.393670886075942361e-01
2.728903330726854537e-01,8.950899999999973877e-01,4.916052284816028184e-01,8.427848101265816849e-01
2.705911011925288823e-01,8.961099999999948551e-01,4.963233551341473260e-01,8.420253164556960046e-01
2.698555397414625912e-01,8.967599999999958937e-01,5.134682546596610608e-01,8.425316455696199025e-01
2.632183961501600722e-01,8.994099999999962680e-01,5.073410713855094345e-01,8.399367088607593290e-01
2.721859928662695438e-01,8.953599999999964920e-01,5.202902753316145379e-01,8.393670886075942361e-01
2.669924657751020503e-01,8.947299999999964726e-01,5.128996055328952641e-01,8.370886075949364180e-01
2.646113777770394693e-01,8.978199999999949554e-01,5.186812413400494481e-01,8.403164556962023912e-01
2.575464489234127186e-01,8.997799999999962495e-01,5.202263998430237679e-01,8.373417721518986445e-01
2.539653279891394555e-01,9.000599999999966405e-01,5.193899771327605830e-01,8.381645569620248537e-01
2.512843842495654512e-01,9.019499999999964768e-01,5.251187497201036392e-01,8.405063291139240889e-01
2.469012414389006316e-01,9.042299999999964255e-01,5.272680633919272220e-01,8.420886075949362004e-01
2.513645593686629764e-01,9.021699999999951425e-01,5.327246062118894399e-01,8.395569620253164889e-01
2.485566501646447324e-01,9.020999999999957941e-01,5.278992282954707571e-01,8.371518987341767248e-01
2.467227622915860730e-01,9.024899999999955735e-01,5.285485063747211720e-01,8.401898734177216665e-01
2.448112678667285769e-01,9.042899999999955973e-01,5.328605953950465990e-01,8.401265822784812487e-01
2.435195378280263501e-01,9.044499999999960904e-01,5.350448003683043741e-01,8.363924050632910445e-01
2.373128373720792272e-01,9.070299999999970053e-01,5.353311482851738079e-01,8.381645569620251868e-01
2.399658825461171430e-01,9.043099999999962835e-01,5.444635681039410313e-01,8.349367088607594356e-01
2.353887316901172866e-01,9.057199999999953066e-01,5.466005209259524600e-01,8.374683544303793692e-01
2.321677223671719248e-01,9.083599999999968366e-01,5.380345054092808832e-01,8.392405063291137335e-01
2.329609912053972054e-01,9.082399999999954954e-01,5.527017348221651138e-01,8.374050632911393954e-01
2.286037207222116341e-01,9.071199999999952635e-01,5.570645495167909633e-01,8.353797468354429157e-01
2.315463374420353992e-01,9.069499999999952600e-01,5.633794164870886689e-01,8.334177215189870758e-01
2.253277569557848026e-01,9.105199999999974425e-01,5.525743953855791757e-01,8.376582278481011778e-01
2.253728082735234339e-01,9.086199999999950982e-01,5.577792716173088916e-01,8.365189873417721023e-01
2.304066679034395826e-01,9.068199999999958516e-01,5.723415778045347624e-01,8.337341772151892760e-01
2.208421312754551280e-01,9.116999999999966242e-01,5.810979076318690817e-01,8.346835443037974311e-01
2.248719655040714582e-01,9.095299999999955087e-01,5.690797581353937984e-01,8.349999999999996314e-01
2.177609990106759430e-01,9.120199999999962781e-01,5.692425455143557134e-01,8.348734177215185737e-01
2.156651556477083009e-01,9.138899999999958723e-01,5.707969530215687426e-01,8.351265822784809112e-01
2.214170566746328228e-01,9.112599999999954070e-01,5.764019983527209900e-01,8.342405063291133960e-01
2.157027545888299536e-01,9.124399999999948108e-01,5.749173401453943066e-01,8.375949367088607600e-01
2.158683297138853097e-01,9.136799999999963839e-01,5.809158525621094249e-01,8.363291139240504046e-01
2.135671367113881614e-01,9.140199999999968350e-01,5.879452642907226911e-01,8.357594936708859779e-01
2.163237945033073539e-01,9.126399999999976753e-01,5.883010360761640190e-01,8.296202531645564537e-01
2.094316507843579089e-01,9.154199999999957926e-01,5.932029384555851381e-01,8.347468354430375159e-01
2.139841207805762979e-01,9.127999999999953928e-01,5.927555243750440850e-01,8.335443037974682445e-01
2.116582483589892760e-01,9.136999999999969591e-01,5.909851673030173114e-01,8.327215189873419243e-01
