3.851001654564901067e+00,2.184999999999996320e-02,3.850949066045574298e+00,1.924050632911389336e-02
1.379221687663515272e+00,6.091699999999999893e-01,1.425621256665634107e+00,6.075316455696200268e-01
1.484022147569299621e+00,6.286399999999996435e-01,1.564602896434656998e+00,6.281645569620254443e-01
1.617225477006308365e+00,5.864599999999996482e-01,1.680135864411604674e+00,5.796202531645564537e-01
1.555591426289991919e+00,5.980300000000008387e-01,1.672079132079969499e+00,5.896202531645567957e-01
1.476606006338244015e+00,6.249500000000008937e-01,1.581329286144789847e+00,6.166455696202530756e-01
1.475275634210991615e+00,6.185900000000001953e-01,1.553374058182682260e+00,6.112658227848100090e-01
1.447192508881933293e+00,6.182000000000005269e-01,1.513894516084087760e+00,6.147468354430375426e-01
1.413711723059362546e+00,6.391800000000005255e-01,1.505339482042486576e+00,6.348101265822785333e-01
1.567013733613108251e+00,6.077999999999996739e-01,1.625782428877811769e+00,5.987974683544304844e-01
1.517255536829061668e+00,6.066199999999993819e-01,1.692991073404483737e+00,6.000632911392408397e-01
1.486529976884504167e+00,6.037599999999996303e-01,1.620334318301428489e+00,5.967088607594936978e-01
1.429134257891035986e+00,6.338500000000002466e-01,1.581200017702238281e+00,6.289240506329115687e-01
1.527117757876834681e+00,6.189799999999991975e-01,1.710202561806255961e+00,6.179113924050628759e-01
1.362682301359081194e+00,6.337099999999998845e-01,1.539710486229557196e+00,6.239240506329112312e-01
1.636076698093180903e+00,6.143300000000003758e-01,1.832310191567457558e+00,6.102531645569618801e-01
1.385353728406335083e+00,6.281800000000004047e-01,1.547774795011436222e+00,6.225316455696204843e-01
1.445860767339549380e+00,6.129199999999996873e-01,1.596717529667581070e+00,5.998734177215184760e-01
1.416472941397927565e+00,6.359799999999998787e-01,1.598752362221105283e+00,6.217088607594933869e-01
1.619046293883341647e+00,6.142699999999992055e-01,1.846969342031197225e+00,6.027848101265824710e-01
1.399017035633972172e+00,6.364000000000001878e-01,1.545239446649594672e+00,6.228481012658226845e-01
1.421926628934668146e+00,6.276800000000000157e-01,1.609972536919810571e+00,6.132278481012658489e-01
1.489806657457225958e+00,6.077100000000007496e-01,1.647330411126822991e+00,5.951265822784808091e-01
1.499898262768469603e+00,6.287300000000005662e-01,1.807548046195821101e+00,6.198734177215192709e-01
1.463525189928547077e+00,6.388799999999993373e-01,1.773560370080032422e+00,6.296202531645573863e-01
1.380462189756368030e+00,6.465500000000006242e-01,1.643967215112877023e+00,6.327215189873418577e-01
1.425013131794169663e+00,6.386699999999998489e-01,1.686093363968523162e+00,6.191772151898735643e-01
1.376866900858913167e+00,6.522800000000003040e-01,1.485867999433907682e+00,6.411392405063288669e-01
1.474202351212158035e+00,6.350199999999998068e-01,1.728868121123191770e+00,6.226582278481014310e-01
1.443409384865497413e+00,6.232800000000008334e-01,1.788773093240065615e+00,6.111392405063287292e-01
1.535968593654398084e+00,6.129399999999989301e-01,1.748095812421019746e+00,5.977215189873417156e-01
1.474008730293477676e+00,6.228900000000003878e-01,1.719979387351996181e+00,6.060759493670888620e-01
1.407794177821917181e+00,6.406100000000000128e-01,1.656884219613125486e+00,6.194936708860758756e-01
1.504449757213639716e+00,6.439800000000006630e-01,1.776795156991403335e+00,6.263924050632915241e-01
1.354408001478587531e+00,6.457600000000002227e-01,1.573019258751417793e+00,6.324683544303798532e-01
1.480354216263365386e+00,6.225600000000006684e-01,1.862592901132344547e+00,6.090506329113919426e-01
1.331243042619848493e+00,6.537199999999997457e-01,1.642659346383956054e+00,6.382911392405065110e-01
1.417147253569549292e+00,6.558999999999985953e-01,1.719518703585330988e+00,6.448734177215192931e-01
1.405439003531525843e+00,6.420199999999995910e-01,1.740555140243561949e+00,6.305063291139236803e-01
